mission_id,mission_type,latitude,longitude,urgency_level,urgency_score,threat_level,civilian_density,required_sensor,estimated_duration,created_time
M4183,Surveillance,38.5731,32.085,Medium,4.63,6.65,5.1,HD Camera,149,2025-12-17 06:18:22.162896
M4184,Search and Rescue,40.7859,29.9109,High,7.11,1.46,5.5,Multi-Spectral,121,2025-12-16 23:18:22.162990
M4185,Search and Rescue,38.0624,41.0491,High,6.73,1.78,6.04,Thermal,31,2025-12-17 12:18:22.163091
M4186,Border Patrol,41.0551,40.4623,High,7.34,9.23,9.11,Thermal,71,2025-12-17 10:18:22.163185
M4187,Reconnaissance,40.3354,30.8535,Critical,10.33,5.98,9.87,Thermal,74,2025-12-16 20:18:22.163289
M4188,Border Patrol,37.071,32.1855,Medium,5.14,6.21,8.69,HD Camera,40,2025-12-17 09:18:22.163383
M4189,Border Patrol,41.163,41.2799,Medium,5.22,5.5,2.73,Night Vision,98,2025-12-16 23:18:22.163477
M4190,Reconnaissance,37.8889,34.223,Critical,10.34,9.04,2.85,Night Vision,69,2025-12-17 01:18:22.163570
M4191,Border Patrol,40.5938,42.1635,High,6.84,5.75,6.47,Thermal,43,2025-12-17 17:18:22.163671
M4192,Border Patrol,37.5795,28.2045,High,7.14,1.38,7.91,Multi-Spectral,160,2025-12-17 17:18:22.163765
M4193,Border Patrol,36.1535,41.1355,Low,3.29,2.2,3.35,Multi-Spectral,47,2025-12-16 19:18:22.163864
M4194,Disaster Assessment,41.0929,43.9414,Medium,5.49,3.13,3.38,Night Vision,114,2025-12-17 00:18:22.163975
M4195,Disaster Assessment,41.235,37.0277,Medium,5.37,9.64,3.83,Multi-Spectral,87,2025-12-16 20:18:22.164072
M4196,Surveillance,37.4592,39.5371,Medium,5.38,2.9,1.61,HD Camera,128,2025-12-16 21:18:22.164167
M4197,Border Patrol,37.6467,32.011,Medium,4.59,6.72,5.84,HD Camera,105,2025-12-16 20:18:22.164261
M4198,Disaster Assessment,39.1316,29.9489,Low,2.77,1.75,0.28,HD Camera,120,2025-12-17 00:18:22.164353
M4199,Disaster Assessment,40.7635,32.3715,Critical,9.72,9.73,8.03,Thermal,71,2025-12-17 04:18:22.164446
M4200,Border Patrol,41.9369,29.5503,Medium,4.64,5.21,6.43,HD Camera,171,2025-12-17 05:18:22.164539
M4201,Disaster Assessment,39.3802,43.0404,Medium,5.43,2.98,9.31,HD Camera,158,2025-12-16 21:18:22.164640
M4202,Surveillance,39.4969,38.9226,High,6.71,8.53,8.46,Thermal,150,2025-12-17 16:18:22.164733
M4203,Surveillance,38.414,32.697,Critical,10.18,5.46,3.99,Multi-Spectral,146,2025-12-17 07:18:22.164835
M4204,Disaster Assessment,39.1761,38.0664,Medium,5.2,5.45,5.96,HD Camera,58,2025-12-17 09:18:22.164936
M4205,Search and Rescue,40.3352,29.4621,Low,2.94,5.89,7.02,Thermal,93,2025-12-17 14:18:22.165031
M4206,Reconnaissance,41.6832,27.0596,High,7.39,7.63,1.72,Night Vision,117,2025-12-16 22:18:22.165203
M4207,Disaster Assessment,38.8262,36.1144,Low,3.36,8.18,3.22,HD Camera,77,2025-12-16 20:18:22.165302
M4208,Search and Rescue,36.2299,34.3451,High,6.61,2.99,7.87,Multi-Spectral,98,2025-12-17 12:18:22.165404
M4209,Border Patrol,40.1616,33.8877,High,6.53,4.72,5.5,Night Vision,32,2025-12-17 07:18:22.165501
M4210,Disaster Assessment,38.6444,34.8341,High,6.64,2.63,8.48,HD Camera,147,2025-12-17 11:18:22.165595
M4211,Border Patrol,36.3966,41.1166,Low,2.99,1.05,2.64,Multi-Spectral,69,2025-12-17 05:18:22.165782
M4212,Border Patrol,41.7949,40.3548,Medium,5.22,8.47,6.05,Multi-Spectral,135,2025-12-17 01:18:22.165881
M4213,Surveillance,36.2702,33.124,High,6.76,4.44,5.8,Multi-Spectral,149,2025-12-17 02:18:22.165990
M4214,Reconnaissance,36.2242,35.0286,High,6.88,8.52,6.82,Multi-Spectral,83,2025-12-17 11:18:22.166087
M4215,Surveillance,41.8526,32.8978,High,6.92,1.06,7.19,Multi-Spectral,61,2025-12-17 07:18:22.166181
M4216,Surveillance,40.3569,43.2838,Medium,4.91,7.47,2.06,Thermal,33,2025-12-16 23:18:22.166273
M4217,Search and Rescue,41.1997,27.3784,Critical,10.03,7.99,2.38,Night Vision,57,2025-12-17 03:18:22.166367
M4218,Surveillance,36.1554,36.1862,Medium,5.28,1.62,4.13,Multi-Spectral,64,2025-12-17 15:18:22.166459
M4219,Surveillance,41.3907,32.6211,High,7.03,1.3,9.85,Thermal,157,2025-12-17 16:18:22.166552
M4220,Reconnaissance,36.6654,36.2588,Medium,5.46,7.0,8.2,Thermal,72,2025-12-17 18:18:22.166653
M4221,Disaster Assessment,37.1277,35.2569,High,7.02,6.6,8.69,Multi-Spectral,84,2025-12-17 04:18:22.166756
M4222,Disaster Assessment,39.3147,27.6859,Medium,5.25,8.46,9.07,HD Camera,50,2025-12-17 07:18:22.166850
M4223,Surveillance,37.2969,28.7374,High,7.45,3.41,0.06,HD Camera,94,2025-12-17 06:18:22.166944
M4224,Reconnaissance,36.6471,37.0553,Critical,9.56,6.11,6.53,HD Camera,77,2025-12-17 12:18:22.167037
M4225,Disaster Assessment,40.3402,35.8015,Low,2.89,5.06,7.65,HD Camera,39,2025-12-16 20:18:22.167130
M4226,Search and Rescue,39.6186,33.9048,Medium,4.7,4.37,5.2,HD Camera,50,2025-12-17 17:18:22.167223
M4227,Reconnaissance,36.2923,43.8466,Low,2.71,4.68,0.45,HD Camera,131,2025-12-17 06:18:22.167316
M4228,Search and Rescue,37.6821,37.1218,High,7.3,9.31,9.64,Multi-Spectral,95,2025-12-16 19:18:22.167409
M4229,Disaster Assessment,41.331,34.0534,Low,2.51,8.11,8.81,Thermal,142,2025-12-17 10:18:22.167502
M4230,Disaster Assessment,37.518,29.8933,Medium,5.22,3.69,2.22,Multi-Spectral,141,2025-12-17 04:18:22.167595
M4231,Border Patrol,37.3277,32.6593,Low,3.09,3.22,8.47,Thermal,55,2025-12-17 03:18:22.167697
M4232,Search and Rescue,36.727,27.9749,Medium,4.94,7.64,7.69,HD Camera,43,2025-12-17 06:18:22.167797
M4233,Border Patrol,39.7681,28.7801,Medium,5.39,9.26,3.25,Thermal,95,2025-12-17 03:18:22.167893
M4234,Reconnaissance,37.3553,36.4928,High,7.41,6.11,5.1,Thermal,135,2025-12-17 12:18:22.168004
M4235,Search and Rescue,38.8025,33.9047,High,7.12,4.66,1.47,Thermal,37,2025-12-16 22:18:22.168102
M4236,Reconnaissance,39.2535,29.9823,High,6.82,7.45,6.43,Night Vision,143,2025-12-17 11:18:22.168198
M4237,Border Patrol,39.6559,39.1272,Medium,4.97,3.43,6.64,Multi-Spectral,39,2025-12-17 08:18:22.168292
M4238,Surveillance,38.8548,32.0977,Medium,5.33,8.93,4.33,Multi-Spectral,157,2025-12-16 23:18:22.168394
M4239,Reconnaissance,41.551,27.617,High,6.99,6.95,8.36,Night Vision,70,2025-12-17 15:18:22.168490
M4240,Disaster Assessment,37.0493,35.6423,High,6.96,6.62,2.52,Multi-Spectral,125,2025-12-16 23:18:22.168584
M4241,Disaster Assessment,36.7397,30.8087,Medium,5.08,8.71,8.92,Night Vision,35,2025-12-17 13:18:22.168686
M4242,Border Patrol,36.6703,43.0881,Critical,10.27,4.73,2.4,HD Camera,162,2025-12-16 19:18:22.168782
M4243,Border Patrol,37.4583,37.0173,Medium,4.9,8.61,3.77,Thermal,72,2025-12-17 17:18:22.168878
M4244,Reconnaissance,41.7035,34.9478,High,6.58,5.97,0.88,Multi-Spectral,179,2025-12-16 21:18:22.168973
M4245,Reconnaissance,37.9224,27.1993,Low,2.87,9.98,6.35,Thermal,108,2025-12-17 08:18:22.169066
M4246,Disaster Assessment,36.3109,35.2418,Medium,5.21,4.87,8.75,Night Vision,143,2025-12-17 07:18:22.169159
M4247,Reconnaissance,36.3478,32.3301,Critical,10.31,4.78,2.52,Night Vision,111,2025-12-17 11:18:22.169269
M4248,Reconnaissance,39.2231,34.1526,Critical,10.2,8.75,3.07,Night Vision,82,2025-12-17 15:18:22.169369
M4249,Surveillance,36.0379,38.4492,High,7.31,3.42,0.92,Multi-Spectral,70,2025-12-17 00:18:22.169482
M4250,Surveillance,40.1466,41.258,Medium,5.02,3.87,5.35,Night Vision,80,2025-12-17 18:18:22.169575
M4251,Search and Rescue,36.0517,28.1684,Medium,5.25,5.02,4.06,Night Vision,81,2025-12-16 21:18:22.169676
M4252,Border Patrol,39.36,32.0172,Low,3.43,6.62,7.97,Night Vision,45,2025-12-17 18:18:22.169770
M4253,Search and Rescue,40.3593,38.1805,High,6.65,7.97,1.13,HD Camera,63,2025-12-17 06:18:22.169862
M4254,Reconnaissance,39.6232,31.3609,High,6.87,9.01,5.0,Multi-Spectral,119,2025-12-17 04:18:22.169957
M4255,Reconnaissance,38.938,31.382,Low,2.89,8.66,9.27,Thermal,179,2025-12-16 23:18:22.170075
M4256,Surveillance,41.3138,36.4738,Low,2.57,5.29,2.11,HD Camera,50,2025-12-17 05:18:22.170176
M4257,Border Patrol,38.8591,35.6835,Medium,5.44,6.68,7.48,Night Vision,135,2025-12-17 05:18:22.170269
M4258,Disaster Assessment,38.3151,37.3922,Medium,4.81,2.43,7.24,Thermal,51,2025-12-17 16:18:22.170363
M4259,Disaster Assessment,38.712,31.6136,High,7.42,5.96,5.79,HD Camera,142,2025-12-16 19:18:22.170455
M4260,Search and Rescue,39.1864,37.0678,Medium,5.32,3.69,2.56,Multi-Spectral,101,2025-12-16 21:18:22.170547
M4261,Disaster Assessment,39.9956,29.672,Critical,10.46,6.44,8.5,Night Vision,151,2025-12-17 18:18:22.170647
M4262,Surveillance,39.6519,33.013,Low,3.09,6.81,7.07,Multi-Spectral,39,2025-12-17 14:18:22.170740
M4263,Reconnaissance,36.63,33.1306,Low,3.2,9.08,3.35,HD Camera,45,2025-12-16 22:18:22.170840
M4264,Surveillance,39.4751,35.5946,High,6.85,1.8,2.34,HD Camera,127,2025-12-17 14:18:22.170933
M4265,Reconnaissance,38.7439,30.5896,High,6.67,2.39,9.92,HD Camera,121,2025-12-17 05:18:22.171025
M4266,Surveillance,38.1047,35.1204,High,6.92,9.41,7.21,Multi-Spectral,164,2025-12-17 02:18:22.171125
M4267,Search and Rescue,40.0181,32.1898,Critical,10.17,9.22,4.99,HD Camera,120,2025-12-17 05:18:22.171218
M4268,Disaster Assessment,39.0933,29.2144,Critical,10.02,3.21,1.44,Thermal,138,2025-12-17 15:18:22.171310
M4269,Border Patrol,41.6173,28.3848,Critical,9.58,8.52,6.41,Multi-Spectral,157,2025-12-17 02:18:22.171402
M4270,Surveillance,36.2998,36.4199,Low,2.76,8.49,3.46,HD Camera,113,2025-12-17 02:18:22.171495
M4271,Search and Rescue,37.67,31.9086,Low,2.77,2.38,4.31,HD Camera,104,2025-12-17 00:18:22.171596
M4272,Reconnaissance,39.3881,42.1035,Low,3.01,3.02,1.29,Thermal,166,2025-12-17 00:18:22.171697
M4273,Border Patrol,38.5424,36.0545,Critical,9.52,5.64,3.94,Thermal,130,2025-12-17 18:18:22.171792
M4274,Border Patrol,41.81,32.7278,Critical,10.34,7.34,6.04,Thermal,176,2025-12-16 22:18:22.171885
M4275,Reconnaissance,41.2135,38.9741,Low,2.79,9.58,8.77,HD Camera,105,2025-12-17 03:18:22.172012
M4276,Surveillance,40.2599,37.4913,Medium,4.68,5.89,2.83,Thermal,93,2025-12-17 14:18:22.172114
M4277,Disaster Assessment,36.4501,37.076,Critical,10.01,4.23,5.66,HD Camera,152,2025-12-17 17:18:22.172208
M4278,Surveillance,37.2155,32.9702,High,7.39,8.07,3.74,Multi-Spectral,70,2025-12-16 23:18:22.172303
M4279,Border Patrol,37.7749,40.5102,Low,2.66,2.6,4.56,Multi-Spectral,56,2025-12-17 00:18:22.172398
M4280,Disaster Assessment,40.452,43.6728,Low,3.03,1.8,3.68,Multi-Spectral,78,2025-12-17 00:18:22.172501
M4281,Border Patrol,36.4392,30.0695,High,6.86,3.21,5.73,Thermal,32,2025-12-17 12:18:22.172602
M4282,Surveillance,36.2355,38.3795,Critical,10.41,4.68,8.37,Multi-Spectral,135,2025-12-17 08:18:22.172698
M4283,Border Patrol,41.2942,40.3616,Low,3.32,6.05,2.65,HD Camera,143,2025-12-16 21:18:22.172793
M4284,Reconnaissance,41.8181,39.4816,Critical,9.76,6.24,9.0,HD Camera,94,2025-12-17 13:18:22.172887
M4285,Surveillance,38.4649,32.9474,Low,2.62,1.32,2.97,Thermal,108,2025-12-17 16:18:22.172981
M4286,Reconnaissance,39.5732,37.9906,Critical,9.92,7.22,7.47,Multi-Spectral,85,2025-12-17 04:18:22.173074
M4287,Search and Rescue,40.0824,31.0058,Critical,9.77,1.82,1.92,Night Vision,58,2025-12-17 03:18:22.173168
M4288,Disaster Assessment,37.2244,36.4828,Critical,9.85,6.8,4.22,Night Vision,69,2025-12-16 21:18:22.173263
M4289,Search and Rescue,38.5732,39.7992,Low,3.47,6.69,6.92,Multi-Spectral,171,2025-12-17 16:18:22.173365
M4290,Reconnaissance,36.414,30.6483,Low,2.84,8.04,9.04,HD Camera,67,2025-12-17 01:18:22.173459
M4291,Disaster Assessment,41.0474,30.3722,Low,2.82,5.65,5.72,HD Camera,44,2025-12-17 17:18:22.173561
M4292,Surveillance,38.5024,28.9827,High,6.51,1.64,4.46,Night Vision,70,2025-12-16 20:18:22.173663
M4293,Border Patrol,41.5705,41.0174,Medium,5.23,4.49,7.18,Thermal,56,2025-12-17 06:18:22.173759
M4294,Disaster Assessment,39.1183,34.6558,Medium,5.47,9.48,6.11,Multi-Spectral,179,2025-12-17 09:18:22.173853
M4295,Search and Rescue,37.8914,32.8846,Medium,5.39,6.21,1.03,Multi-Spectral,176,2025-12-17 04:18:22.173948
M4296,Reconnaissance,39.4639,28.0094,Low,2.8,6.55,3.35,Multi-Spectral,108,2025-12-16 21:18:22.174059
M4297,Reconnaissance,40.9185,32.4189,High,6.58,2.63,9.49,Thermal,56,2025-12-17 02:18:22.174155
M4298,Surveillance,38.0307,34.3312,Low,3.43,4.97,2.98,HD Camera,46,2025-12-17 06:18:22.174248
M4299,Disaster Assessment,40.1026,42.4912,Medium,4.99,2.15,0.61,Night Vision,169,2025-12-16 19:18:22.174342
M4300,Border Patrol,37.3827,28.6722,High,7.14,2.29,8.38,Multi-Spectral,81,2025-12-17 08:18:22.174437
M4301,Search and Rescue,39.0832,36.8494,Medium,5.12,1.22,0.8,HD Camera,147,2025-12-17 04:18:22.174539
M4302,Search and Rescue,41.6097,38.6455,Critical,9.54,2.28,0.48,Multi-Spectral,108,2025-12-17 08:18:22.174634
M4303,Reconnaissance,39.0278,35.8018,Low,3.48,2.0,9.86,Thermal,74,2025-12-17 09:18:22.174733
M4304,Border Patrol,37.619,27.7899,Critical,9.65,4.26,0.21,HD Camera,114,2025-12-16 21:18:22.174828
M4305,Border Patrol,40.074,39.6433,Low,2.69,8.54,9.45,Thermal,129,2025-12-17 08:18:22.174930
M4306,Reconnaissance,41.3755,28.7816,Medium,5.03,3.84,7.96,Thermal,123,2025-12-17 02:18:22.175031
M4307,Search and Rescue,37.5637,28.0111,Medium,5.38,5.31,7.37,Night Vision,72,2025-12-17 04:18:22.175126
M4308,Border Patrol,38.9855,41.223,High,7.04,3.06,7.36,HD Camera,30,2025-12-17 10:18:22.175220
M4309,Surveillance,40.9835,40.8791,High,6.66,5.27,0.4,Multi-Spectral,179,2025-12-17 15:18:22.175314
M4310,Border Patrol,40.4974,40.9704,Medium,4.98,7.11,6.15,HD Camera,156,2025-12-17 10:18:22.175408
M4311,Surveillance,40.4186,37.8373,Critical,9.82,6.72,7.71,Night Vision,103,2025-12-16 22:18:22.175511
M4312,Search and Rescue,41.4271,40.5036,High,7.3,4.9,0.71,Multi-Spectral,129,2025-12-17 07:18:22.175606
M4313,Reconnaissance,40.1533,36.6583,Medium,5.01,3.05,2.36,Thermal,98,2025-12-16 19:18:22.175701
M4314,Surveillance,41.6173,43.9545,Medium,5.16,4.71,4.75,Multi-Spectral,138,2025-12-17 10:18:22.175796
M4315,Border Patrol,41.7853,31.6935,Medium,5.24,4.94,6.53,Thermal,65,2025-12-17 00:18:22.175891
M4316,Surveillance,39.9367,37.8719,Critical,9.88,5.21,8.55,Multi-Spectral,135,2025-12-17 02:18:22.175995
M4317,Disaster Assessment,39.8772,33.9849,Medium,4.66,9.59,4.64,HD Camera,169,2025-12-17 10:18:22.176097
M4318,Search and Rescue,40.8158,35.7205,High,6.62,4.94,6.31,Multi-Spectral,137,2025-12-17 02:18:22.176193
M4319,Surveillance,41.2811,27.8022,Medium,4.54,6.79,5.48,HD Camera,94,2025-12-16 22:18:22.176289
M4320,Reconnaissance,39.0977,33.4164,Critical,9.99,2.76,3.5,Multi-Spectral,168,2025-12-16 23:18:22.176385
M4321,Border Patrol,41.4983,30.6902,Critical,9.88,5.78,9.76,HD Camera,45,2025-12-16 19:18:22.176485
M4322,Disaster Assessment,39.2876,38.4743,Medium,4.86,2.74,8.3,Multi-Spectral,128,2025-12-17 01:18:22.176594
M4323,Search and Rescue,41.9516,38.0318,Low,3.1,8.57,5.16,Thermal,97,2025-12-17 15:18:22.176695
M4324,Search and Rescue,40.3292,35.683,Low,3.44,8.98,1.08,HD Camera,92,2025-12-17 18:18:22.176788
M4325,Border Patrol,38.5853,30.886,High,7.42,3.86,5.67,Night Vision,41,2025-12-17 10:18:22.176881
M4326,Border Patrol,39.6952,32.2793,High,6.76,5.35,6.6,Night Vision,104,2025-12-17 10:18:22.176973
M4327,Border Patrol,41.2053,32.8471,Low,3.23,3.47,1.75,Multi-Spectral,165,2025-12-17 06:18:22.177072
M4328,Reconnaissance,36.1862,33.2373,Low,2.54,5.54,4.01,HD Camera,127,2025-12-17 13:18:22.177168
M4329,Search and Rescue,41.2331,37.2772,High,7.05,2.7,0.41,Thermal,87,2025-12-16 21:18:22.177261
M4330,Search and Rescue,37.2965,28.0727,Critical,9.56,5.0,8.1,HD Camera,80,2025-12-17 14:18:22.177361
M4331,Border Patrol,39.7294,41.2518,High,6.98,3.91,4.88,Thermal,154,2025-12-17 02:18:22.177462
M4332,Border Patrol,37.7641,30.5544,Medium,4.64,4.17,0.48,Thermal,39,2025-12-16 20:18:22.177555
M4333,Search and Rescue,39.6512,27.6186,Medium,5.2,2.17,9.55,Thermal,34,2025-12-17 02:18:22.177647
M4334,Reconnaissance,36.5892,31.4282,Critical,10.03,2.03,9.35,Multi-Spectral,57,2025-12-17 18:18:22.177739
M4335,Border Patrol,39.1316,36.5611,Critical,10.19,9.96,4.22,Multi-Spectral,47,2025-12-17 03:18:22.177832
M4336,Disaster Assessment,36.6009,42.817,Critical,9.61,8.83,7.89,Night Vision,177,2025-12-16 20:18:22.177925
M4337,Disaster Assessment,37.8602,33.5673,Low,2.89,7.61,3.41,Thermal,147,2025-12-17 12:18:22.178032
M4338,Border Patrol,40.7403,36.9503,Critical,9.99,7.06,5.05,HD Camera,37,2025-12-17 00:18:22.178128
M4339,Reconnaissance,39.6831,36.0301,Medium,4.67,4.02,6.93,HD Camera,83,2025-12-17 00:18:22.178222
M4340,Reconnaissance,40.074,35.3169,Critical,9.88,4.06,1.73,Night Vision,48,2025-12-17 07:18:22.178322
M4341,Surveillance,37.5375,39.1312,Critical,9.65,5.71,2.45,Thermal,41,2025-12-17 13:18:22.178421
M4342,Border Patrol,36.5088,36.7593,Low,3.46,7.72,4.92,HD Camera,87,2025-12-17 17:18:22.178516
M4343,Border Patrol,39.1722,29.0561,Medium,5.43,8.6,1.41,Thermal,88,2025-12-16 22:18:22.178609
M4344,Surveillance,36.5233,43.2076,High,7.33,2.02,8.77,Thermal,53,2025-12-17 14:18:22.178703
M4345,Search and Rescue,38.0261,32.5875,Low,3.15,2.18,9.73,Multi-Spectral,115,2025-12-17 13:18:22.178799
M4346,Search and Rescue,36.042,41.4668,Critical,9.86,3.83,8.01,HD Camera,83,2025-12-17 15:18:22.178893
M4347,Surveillance,40.5564,42.4177,High,7.5,5.6,8.23,Multi-Spectral,51,2025-12-17 12:18:22.178988
M4348,Disaster Assessment,36.7414,39.8015,Low,3.1,6.3,9.35,Night Vision,139,2025-12-17 05:18:22.179092
M4349,Surveillance,38.4531,38.3156,Medium,5.46,5.65,9.4,Multi-Spectral,49,2025-12-17 14:18:22.179188
M4350,Reconnaissance,36.5687,27.0694,Low,2.89,1.93,8.63,HD Camera,32,2025-12-17 06:18:22.179284
M4351,Search and Rescue,36.3252,37.7526,High,7.44,4.62,8.94,HD Camera,169,2025-12-17 09:18:22.179393
M4352,Border Patrol,37.848,42.101,Medium,5.45,9.39,0.39,Thermal,78,2025-12-16 23:18:22.179490
M4353,Surveillance,39.7162,30.8006,Critical,9.62,7.38,0.23,Night Vision,123,2025-12-17 03:18:22.179585
M4354,Surveillance,36.3632,36.3577,Low,2.8,2.73,3.12,Multi-Spectral,129,2025-12-16 20:18:22.179678
M4355,Search and Rescue,38.6883,42.3257,Low,3.41,6.49,4.56,HD Camera,30,2025-12-16 22:18:22.179773
M4356,Border Patrol,39.2478,29.0804,Low,3.17,2.24,5.08,Multi-Spectral,46,2025-12-16 19:18:22.179866
M4357,Surveillance,41.9908,31.3776,Medium,4.56,4.99,0.83,Multi-Spectral,60,2025-12-17 08:18:22.179973
M4358,Search and Rescue,39.7251,34.748,Medium,4.8,3.24,5.89,Thermal,68,2025-12-17 00:18:22.180085
M4359,Surveillance,37.6672,39.2829,Low,2.93,6.72,9.28,Thermal,174,2025-12-17 05:18:22.180181
M4360,Border Patrol,41.5844,38.7316,Medium,5.36,6.49,9.29,Night Vision,87,2025-12-17 07:18:22.180275
M4361,Surveillance,36.4047,35.6368,Medium,5.29,5.76,1.67,Night Vision,174,2025-12-16 19:18:22.180377
M4362,Surveillance,39.6086,33.496,Critical,9.84,7.61,1.5,Multi-Spectral,60,2025-12-17 03:18:22.180472
M4363,Border Patrol,37.8745,31.8428,Critical,9.55,5.16,7.66,Night Vision,35,2025-12-17 01:18:22.180565
M4364,Reconnaissance,40.2915,30.9118,Medium,5.3,5.32,6.1,HD Camera,72,2025-12-17 09:18:22.180658
M4365,Search and Rescue,37.7248,27.2232,Medium,5.43,3.82,7.64,HD Camera,110,2025-12-17 06:18:22.180752
M4366,Border Patrol,37.7275,27.5509,High,6.52,5.62,0.58,Night Vision,137,2025-12-17 17:18:22.180845
M4367,Disaster Assessment,40.9876,31.2534,High,6.55,5.47,9.77,Multi-Spectral,84,2025-12-17 16:18:22.180940
M4368,Surveillance,36.8006,29.7766,High,7.11,3.63,4.0,Multi-Spectral,175,2025-12-17 02:18:22.181041
M4369,Surveillance,41.7881,34.3545,High,6.5,8.54,6.0,Multi-Spectral,78,2025-12-17 10:18:22.181168
M4370,Border Patrol,40.77,43.1541,Medium,4.83,6.59,4.15,Night Vision,80,2025-12-17 08:18:22.181262
M4371,Reconnaissance,36.3667,29.3694,High,6.79,9.79,9.66,HD Camera,86,2025-12-17 10:18:22.181374
M4372,Border Patrol,38.3737,39.1768,Low,3.08,7.5,1.54,Night Vision,133,2025-12-17 10:18:22.181549
M4373,Border Patrol,37.3982,31.5093,Medium,4.81,8.17,2.11,Thermal,137,2025-12-17 16:18:22.181646
M4374,Reconnaissance,36.7869,35.5143,Medium,4.7,6.15,4.47,Thermal,132,2025-12-17 07:18:22.181748
M4375,Border Patrol,37.8341,39.6956,High,7.13,2.66,5.98,Night Vision,178,2025-12-17 09:18:22.181843
M4376,Surveillance,39.6653,28.3245,Medium,5.17,5.4,7.53,Thermal,54,2025-12-17 13:18:22.181943
M4377,Reconnaissance,37.6865,35.0763,Medium,5.25,5.43,8.47,Night Vision,99,2025-12-16 22:18:22.182053
M4378,Reconnaissance,38.2854,32.4863,Medium,4.56,5.02,3.37,HD Camera,105,2025-12-17 12:18:22.182148
M4379,Search and Rescue,40.6726,35.1678,Medium,4.58,8.02,0.9,Multi-Spectral,137,2025-12-17 11:18:22.182242
M4380,Reconnaissance,36.2112,33.5384,Medium,5.1,8.63,7.18,Multi-Spectral,34,2025-12-17 15:18:22.182335
M4381,Reconnaissance,39.7133,31.988,Critical,10.44,8.15,6.5,HD Camera,33,2025-12-16 21:18:22.182437
M4382,Disaster Assessment,37.1716,30.1792,Medium,4.81,2.35,6.79,Night Vision,97,2025-12-17 00:18:22.182530
M4383,Border Patrol,39.1326,42.5372,Medium,5.15,2.91,1.65,Night Vision,146,2025-12-16 20:18:22.182622
M4384,Disaster Assessment,41.8693,29.4771,Critical,10.15,1.12,4.07,Thermal,84,2025-12-16 22:18:22.182716
M4385,Surveillance,39.5011,37.7221,Medium,5.34,8.98,7.37,HD Camera,103,2025-12-17 11:18:22.182836
M4386,Border Patrol,39.1046,31.2605,Medium,5.26,8.9,6.65,HD Camera,109,2025-12-16 21:18:22.182930
M4387,Search and Rescue,40.5342,32.6895,High,6.83,9.34,6.99,HD Camera,152,2025-12-16 22:18:22.183023
M4388,Disaster Assessment,40.9019,41.6605,Medium,5.03,5.28,8.48,HD Camera,87,2025-12-16 23:18:22.183117
M4389,Border Patrol,38.8832,33.2024,High,6.84,9.94,3.36,HD Camera,43,2025-12-16 20:18:22.183210
M4390,Border Patrol,38.0651,37.7774,High,6.61,1.53,9.31,Night Vision,98,2025-12-17 13:18:22.183329
M4391,Border Patrol,40.4581,41.608,Medium,4.86,6.95,8.02,Thermal,150,2025-12-16 23:18:22.183433
M4392,Reconnaissance,40.9959,35.2583,Low,2.74,7.07,7.27,HD Camera,89,2025-12-16 20:18:22.183526
M4393,Surveillance,41.6764,33.9377,Medium,5.35,7.31,9.68,HD Camera,122,2025-12-16 20:18:22.183619
M4394,Disaster Assessment,41.6245,35.1477,High,6.52,4.14,1.3,Night Vision,153,2025-12-17 15:18:22.183719
M4395,Search and Rescue,39.6619,32.0213,Low,2.81,5.19,2.48,Night Vision,131,2025-12-16 19:18:22.183812
M4396,Reconnaissance,39.6052,29.793,High,6.9,2.92,6.63,Multi-Spectral,141,2025-12-17 10:18:22.183905
M4397,Border Patrol,38.8333,43.5254,High,6.77,2.72,2.21,Thermal,174,2025-12-17 13:18:22.183998
M4398,Disaster Assessment,40.7851,37.3345,Medium,5.26,5.04,3.71,HD Camera,165,2025-12-17 09:18:22.184108
M4399,Disaster Assessment,38.219,40.3323,Critical,9.99,7.29,0.05,HD Camera,56,2025-12-17 00:18:22.184208
M4400,Disaster Assessment,37.584,35.3707,Critical,10.33,5.8,2.44,Thermal,73,2025-12-17 01:18:22.184304
M4401,Surveillance,40.6786,40.7422,Low,2.51,8.0,1.95,HD Camera,37,2025-12-16 21:18:22.184405
M4402,Border Patrol,38.0127,34.1588,Critical,10.31,4.24,5.31,Thermal,146,2025-12-17 00:18:22.184499
M4403,Surveillance,36.2701,29.6842,Critical,10.48,4.59,8.43,Multi-Spectral,40,2025-12-17 00:18:22.184591
M4404,Reconnaissance,39.0804,43.784,High,7.3,1.99,7.17,Thermal,142,2025-12-17 08:18:22.184684
M4405,Border Patrol,36.1105,37.7268,Low,3.1,6.21,4.74,HD Camera,109,2025-12-17 15:18:22.184777
M4406,Disaster Assessment,37.9979,39.7472,Critical,10.15,9.26,5.88,HD Camera,142,2025-12-17 13:18:22.184869
M4407,Search and Rescue,37.7993,34.2165,Medium,4.51,8.59,9.53,HD Camera,137,2025-12-17 08:18:22.184962
M4408,Surveillance,41.5299,36.4476,Critical,9.61,2.93,8.52,Thermal,147,2025-12-17 13:18:22.185062
M4409,Reconnaissance,40.3008,39.4366,High,7.07,8.9,1.58,Multi-Spectral,43,2025-12-17 01:18:22.185156
M4410,Reconnaissance,37.8798,33.2401,Low,2.95,8.64,0.14,Thermal,72,2025-12-17 11:18:22.185250
